1757    1    -81.7    1381.5    
1757    2    -18.2    1369.6    
1757    3    -17.6    1358.4    
1757    4    -181.5    1350.2    
1757    5    -147.8    1349.8    
1757    6    -141.5    1336.4    
3633    7    -165.0    1361.3    
1538    8    -192.0    1383.4    
