344    1    -46.7    1354.1    
344    2    154.2    1369.2    
344    3      0.4    1326.3    
344    4     32.4    1341.6    
344    5    -15.1    1327.6    
344    6     70.5    1336.1    
4286    7    -10.2    1350.5    
1421    8    -51.5    1355.8    
