1830    1    -69.6    1334.8    
1830    2    -24.1    1359.6    
1830    3     -2.4    1357.5    
1830    4     60.1    1345.4    
1830    5    141.4    1371.9    
1830    6    -58.2    1369.0    
5198    7    -46.6    1361.6    
1973    8    -108.2    1383.7    
