2118    1    167.5    1350.9    
2118    2    225.4    1353.1    
2118    3     -6.8    1354.8    
2118    4     99.6    1359.7    
2118    5    -37.0    1329.4    
2118    6    -25.0    1353.2    
5467    7    111.4    1338.1    
2336    8     66.2    1362.0    
