427    1      3.4    1356.7    
427    2    -28.2    1355.0    
427    3    107.9    1370.7    
427    4     94.2    1336.6    
427    5    -76.3    1346.6    
427    6    -69.3    1371.6    
7433    7    -57.2    1370.0    
4471    8    -248.9    1388.1    
