5352    1    108.4    1341.8    
5352    2    103.2    1340.1    
5352    3    100.9    1337.4    
5352    4     42.0    1356.1    
5352    5     46.4    1340.5    
5352    6     -7.3    1364.8    
2410    7     14.1    1362.8    
1213    8      0.1    1374.0    
