1636    1    162.1    1325.7    
1636    2     67.1    1301.5    
1636    3    198.3    1308.4    
1636    4    321.9    1333.7    
1636    5    -23.1    1346.4    
1636    6     66.8    1338.8    
7187    7    200.7    1315.5    
3358    8    111.3    1393.2    
